geometry,address,lokasi,coords,m_lon,m_lat,state,district,parlimen,dun_x,label,Lokasi,dun_y,h_lat,h_lon,distance,status
POINT (100.4903300000001 5.139520000000061),"Taman Pekaka, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Taman Pekaka (Transkrian),"100.4903300000001, 5.139520000000061",100.49033,5.13952,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.21 Sungai Acheh,hotspot,"SEKOLAH MENEGAH KEBANGSAAN SAUJANA INDAH , LADANG TRANSKRIANTAMAN SEMPADANTAMAN ILMU",N.21 Sungai Acheh,5.134894734,100.486625,0.658,TRUE
POINT (100.4778169780001 5.20881617200007),"Seberang Perai Selatan, Pulau Pinang",Taman Indrawasih,"100.4778169780001, 5.20881617200007",100.477817,5.208816172,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH KEBANGSAAN KELEDANG JAYA, CHANGKAT DANKAWASAN SEKITARNYA",N.19 Jawi,5.208955818,100.4639866,1.532,TRUE
POINT (100.4860200000001 5.175540000000069),"Taman Seri Bayu, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Taman Seri Bayu,"100.4860200000001, 5.175540000000069",100.48602,5.17554,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,0.678,TRUE
POINT (100.4753900000001 5.168310000000076),"Taman Sentosa, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Taman Sentosa,"100.4753900000001, 5.168310000000076",100.47539,5.16831,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH RENDAH JENIS KEBANGSAAN (CINA) PAI TEIK, NIBONG TEBALKAMPUNG BYRAMLADANG BYRAMKAMPUNG ARJUNAN",N.19 Jawi,5.169301448,100.4746661,0.136,TRUE
POINT (100.4838300000001 5.167210000000068),"Taman Permai, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Taman Permai,"100.4838300000001, 5.167210000000068",100.48383,5.16721,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,0.296,TRUE
POINT (100.4724800000001 5.168940000000021),"Taman Nibong Tebal, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Taman Nibong Tebal,"100.4724800000001, 5.168940000000021",100.47248,5.16894,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH RENDAH JENIS KEBANGSAAN (CINA) PAI TEIK, NIBONG TEBALKAMPUNG BYRAMLADANG BYRAMKAMPUNG ARJUNAN",N.19 Jawi,5.169301448,100.4746661,0.245,TRUE
POINT (100.4917300000001 5.154870000000074),Taman Ilmu,Taman Ilmu,"100.4917300000001, 5.154870000000074",100.49173,5.15487,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.21 Sungai Acheh,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,1.781,TRUE
POINT (100.4838300000001 5.167210000000068),"Taman Permai, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Taman Permai,"100.4838300000001, 5.167210000000068",100.48383,5.16721,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,0.296,TRUE
POINT (100.4771400000001 5.162410000000023),"Kampung Haji Omar, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Kg. Haji Omar,"100.4771400000001, 5.162410000000023",100.47714,5.16241,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.21 Sungai Acheh,hotspot,"SEKOLAH KEBANGSAAN NIBONG TEBAL, TELUK IPIL NIBONG TEBAL DANKAWASAN SEKITARNYA",N.19 Jawi,5.164058335,100.4733529,0.458,TRUE
POINT (100.4778169780001 5.20881617200007),"Seberang Perai Selatan, Pulau Pinang",Kg. Haji Isa,"100.4778169780001, 5.20881617200007",100.477817,5.208816172,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH KEBANGSAAN KELEDANG JAYA, CHANGKAT DANKAWASAN SEKITARNYA",N.19 Jawi,5.208955818,100.4639866,1.532,TRUE
POINT (100.4849 5.177180000000021),"Taman Bukit Panchur, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Taman Bukit Panchor Indah,"100.4849, 5.177180000000021",100.4849,5.17718,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,0.854,TRUE
POINT (100.4597600000001 5.154780000000073),"Kampung Tanjung Berembang, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Kg. Tanjung Berembang,"100.4597600000001, 5.154780000000073",100.45976,5.15478,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.21 Sungai Acheh,hotspot,"SEKOLAH KEBANGSAAN NIBONG TEBAL, TELUK IPIL NIBONG TEBAL DANKAWASAN SEKITARNYA",N.19 Jawi,5.164058335,100.4733529,1.825,TRUE
POINT (100.42296 5.152000000000044),Sungai Udang,Kg. Sg. Udang (Sg. Acheh),"100.42296, 5.152000000000044",100.42296,5.152,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.21 Sungai Acheh,hotspot,"SEKOLAH KEBANGSAAN SUNGAI ACHEH, SUNGAI ACHEH DANKAWASAN SEKITARNYA",N.21 Sungai Acheh,5.146031765,100.4186127,0.82,TRUE
POINT (100.5138200000001 5.167060000000049),"Kampung Sungai Kechil, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Kampung Sungai Kecil,"100.5138200000001, 5.167060000000049",100.51382,5.16706,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,3.182,TRUE
POINT (100.5225978464884 5.163669389120841),"Jalan Kampung, Perkampungan Sungai Kechil, Nibong Tebal, Seberang Perai Selatan, 14300, Pulau Pinang",Kampung Nenas,"100.5225978464884, 5.163669389120841",100.5225978,5.163669389,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,4.193,TRUE
POINT (100.54375 5.170150000000035),"Kampung Sungai Buaya, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Kampung Sg. Buaya,"100.54375, 5.170150000000035",100.54375,5.17015,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,6.485,TRUE
POINT (100.52675 5.215360000000032),"Kampung Sungai Baong, Sungai Jawi, Seberang Perai Selatan, Pulau Pinang",Kampung Sungai Baong,"100.52675, 5.215360000000032",100.52675,5.21536,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.20 Sungai Bakap,hotspot,"SEKOLAH RENDAH JENIS KEBANGSAAN (C) CHONG KUANG, SUNGAI BAKAP DAN KAWASAN SEKITARNYA",N.18 Bukit Tambun,5.2308593,100.4968012,3.737,TRUE
POINT (100.4780600000001 5.168680000000052),"Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Kawasan Kilang Nibong Tebal Paper Mail,"100.4780600000001, 5.168680000000052",100.47806,5.16868,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH MENEGAH TUNKU ABDUL RAHMAN, NIBONG TEBAL KAMPUNG SANGLANG",N.19 Jawi,5.16868,100.47806,0,TRUE
POINT (100.4814900000001 5.165760000000034),"Kampung Sanglang, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Kg. Sanglang,"100.4814900000001, 5.165760000000034",100.48149,5.16576,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH MENEGAH TUNKU ABDUL RAHMAN, NIBONG TEBAL KAMPUNG SANGLANG",N.19 Jawi,5.16868,100.47806,0.5,TRUE
POINT (100.48204 5.168700000000058),"Taman Veerapen, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Taman Veerapen,"100.48204, 5.168700000000058",100.48204,5.1687,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,0.36,TRUE
POINT (100.4830700000001 5.172030000000063),"Taman Penting, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Taman Penting,"100.4830700000001, 5.172030000000063",100.48307,5.17203,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,0.366,TRUE
POINT (100.4838300000001 5.167210000000068),"Taman Permai, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Taman Permai,"100.4838300000001, 5.167210000000068",100.48383,5.16721,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"KOLEJ VOKASIONAL NIBONG TEBAL, JALAN BUKIT PANCHOR DANKAWASAN SEKITARNYA",N.19 Jawi,5.169502667,100.4851929,0.296,TRUE
POINT (100.4801800000001 5.169760000000053),"Kampung Stesen, Nibong Tebal, Seberang Perai Selatan, Pulau Pinang",Kg. Stesen,"100.4801800000001, 5.169760000000053",100.48018,5.16976,Pulau Pinang,Seberang Perai Selatan,P.047 Nibong Tebal,N.19 Jawi,hotspot,"SEKOLAH MENEGAH TUNKU ABDUL RAHMAN, NIBONG TEBAL KAMPUNG SANGLANG",N.19 Jawi,5.16868,100.47806,0.264,TRUE
